id,title,original_language,vote_average,tags
9631,The Negotiator,en,6.8,"action adventure crime drama mystery thriller corruption hostage pension innocence police hostage-taking murder suspense conspiracy bullet wound negotiator samuel l. jackson kevin spacey david morse ron rifkin john spencer f. gary gray the police try to arrest expert hostage negotiator danny roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. thinking there's evidence in the internal affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy."
216282,Into the Storm,en,5.8,"action thriller tornado student found footage disaster movie richard armitage sarah wayne callies matt walsh nathan kress alycia debnam-carey steven quale the town of silverton is in one day destroyed by the unprecedented power of a series of tornadoes. the population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. most people find shelter, but some just go to the tornado for that one, unique shot."
306,Beverly Hills Cop III,en,5.5,"action comedy crime detective undercover security camera carousel  investigation weapon sequel rescue counterfeit shootout dirty cop gunfight los angeles explosion violence foot chase framed car chase secret service amusement park roller coaster beverly hills buddy comedy eddie murphy judge reinhold héctor elizondo gilbert r. hill timothy carhart john landis back in sunny southern california and on the trail of two murderers, axel foley again teams up with la cop billy rosewood. soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot billy's boss."
928,Gremlins 2: The New Batch,en,6.2,"comedy horror fantasy new york monster skyscraper mutant restaurant human animal relationship mutation tv station dying and death water research station fur bat current electric shock cleverness gremlin cowardliness zach galligan phoebe cates john glover robert prosky robert picardo joe dante young sweethearts billy and kate move to the big apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable gizmo. but a series of accidents creates a whole new generation of gremlins. the situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!"
205587,The Judge,en,7.2,"drama father son relationship judge lawyer robert duvall robert downey jr. vera farmiga vincent d'onofrio jeremy strong david dobkin a successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder."
6623,The Peacemaker,en,5.8,"action thriller helicopter terrorist nuclear missile bridge train crash train woman director george clooney nicole kidman marcel iureș goran visnjic armin mueller-stahl mimi leder when a train carrying atomic warheads mysteriously crashes in the former soviet union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. assigned to help her recover the missing bombs is a crack special forces colonel."
1577,Resident Evil: Apocalypse,en,6.1,"horror action science fiction martial arts mutant dystopia rescue conspiracy evil corporation zombie based on video game milla jovovich sienna guillory oded fehr thomas kretschmann sophie vavasseur alexander witt as the city is locked down under quarantine, alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating t-virus. it's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy lickers, mutant canines and the most sinister foe yet."
9801,Bridget Jones: The Edge of Reason,en,6.1,"comedy romance london england lovesickness thailand clumsy fellow to drop brick capture woman director renée zellweger hugh grant colin firth jim broadbent gemma jones beeban kidron bridget jones is becoming uncomfortable in her relationship with mark darcy. apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life."
2116,Out of Time,en,6.1,"thriller crime drama miami florida double murder divorce denzel washington eva mendes sanaa lathan john billingsley dean cain carl franklin matt lee whitlock, respected chief of police in small banyan key, florida, must solve a vicious double homicide before he himself falls under suspicion. matt lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth."
9624,On Deadly Ground,en,4.5,"action thriller fight inuit petrol company alaska enviromental steven seagal michael caine joan chen john c. mcginley r. lee ermey steven seagal forrest taft is an environmental agent who works for the aegis oil company in alaska. aegis oil's corrupt ceo, michael jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him."
14199,The Adventures of Sharkboy and Lavagirl,en,4.4,"adventure family science fiction imaginary friend outcast taylor lautner taylor dooley cayden boyd david arquette kristin davis robert rodriguez everyone always knew that max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. now, these two pint-sized action masters will show max that even an ordinary kid has what it takes to be extraordinary."
1907,The Beach,en,6.3,"drama adventure romance thriller hippie exotic island beach map group dynamics shark attack leader thailand community backpacker delusion marijuana youth shark extramarital affair leonardo dicaprio guillaume canet tilda swinton virginie ledoyen staffan kihlbom danny boyle twenty-something richard travels to thailand and finds himself in possession of a strange map. rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it."
4599,Raising Helen,en,5.9,"drama comedy romance new york pastor world of fasion loss of parents mannequin fashion designer family relationships kate hudson john corbett joan cusack hayden panettiere spencer breslin garry marshall helen harris has a glamorous, big-city life working for one of new york's hottest modeling agencies. but suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!"
22832,Ninja Assassin,en,6.2,"action crime thriller assassination assassin ninja fighter revenge ninja ninjutsu rain naomie harris sung kang randall duk kim rick yune james mcteigue ninja assassin follows raizo (rain), one of the deadliest assassins in the world. taken from the streets as a child, he was transformed into a trained killer by the ozunu clan, a secret society whose very existence is considered a myth. but haunted by the merciless execution of his friend by the clan, raizo breaks free from them and vanishes. now he waits, preparing to exact his revenge."
10390,For Love of the Game,en,6.3,"drama romance baseball trainer career legend training sport kevin costner kelly preston john c. reilly jena malone j.k. simmons sam raimi a baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years."
9879,Striptease,en,4.4,"drama thriller crime blackmail strip club striptease police u.s. congress demi moore burt reynolds armand assante ving rhames robert patrick andrew bergman bounced from her job, erin grant needs money if she's to have any chance of winning back custody of her child. but, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. erin strips to conquer, but she faces unintended circumstances when a hound dog of a congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder."
38579,Marmaduke,en,5.0,"family comedy owen wilson emma stone george lopez christopher mintz-plasse steve coogan tom dey when phil and debbie winslow relocate from their native kansas to the sunny climes of orange county, their big-hearted, havoc-wreaking great dane gets a taste of the dog's life, california-style."
44603,Hereafter,en,5.8,"drama fantasy matt damon bryce dallas howard george mclaren thierry neuvic cyndi mayo davis clint eastwood a supernatural thriller centered on three people -- a blue-collar american, a french journalist and a london school boy -- who are touched by death in different ways."
11892,Murder by Numbers,en,6.0,"crime drama thriller detective secret fbi homicide evidence nerd vice intellectual high school partner murder rich forensic sandra bullock ben chaplin ryan gosling michael pitt agnes bruckner barbet schroeder tenacious homicide detective cassie mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes."
9691,Assassins,en,6.0,"action adventure crime thriller competition assassination cia bank cat mexican standoff seattle hitman mission of murder hidden camera rivalry rescue shootout police chase sniper rifle silencer double cross caribbean detroit michigan sylvester stallone antonio banderas julianne moore anatoli davydov muse watson richard donner assassin robert rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. horrified by the murder of innocent bystanders, rath decides to take one last job and then return to civilian life. but finding his way out of the world of contract killing grows ever more dangerous as rath falls for his female target and becomes a marked man himself."
1248,Hannibal Rising,en,6.0,"crime drama thriller winter psychopath horror serial killer gaspard ulliel aaran thomas gong li dominic west rhys ifans peter webber the story of the early, murderous roots of the cannibalistic killer, hannibal lecter – from his hard-scrabble lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in france, where as a med student he hones his appetite for the kill."
12220,The Story of Us,en,5.9,comedy drama romance love of one's life therapist psychology wedding relationship divorce bruce willis michelle pfeiffer rob reiner colleen rennison jake sandvig rob reiner ben and katie jordan are a married couple who go through hard times in fifteen years of marriage.
72710,The Host,en,6.0,"action adventure romance science fiction thriller based on novel mass murder dystopia genocide alien invasion duringcreditsstinger interspecies romance alien parasites saoirse ronan diane kruger jake abel william hurt frances fisher andrew niccol a parasitic alien soul is injected into the body of melanie stryder. instead of carrying out her race's mission of taking over the earth, ""wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans."
10782,Basic,en,6.2,action drama mystery thriller crime drug addiction military court panama military service court ranger supreme court lager military crime john travolta connie nielsen samuel l. jackson giovanni ribisi tim daly john mctiernan a dea agent investigates the disappearance of a legendary army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.
9573,Blood Work,en,6.1,"crime drama mystery thriller houseboat heart investigation police ex-cop suspense heart transplant fbi profiler clint eastwood jeff daniels anjelica huston wanda de jesus tina lifford clint eastwood still recovering from a heart transplant, a retired fbi profiler returns to service when his own blood analysis offers clues to the identity of a serial killer."
4959,The International,en,6.0,"drama thriller crime duringcreditsstinger clive owen naomi watts armin mueller-stahl ulrich thomsen brían f. o'byrne tom tykwer an interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from berlin, milan, new york and istanbul. finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk."
10061,Escape from L.A.,en,5.6,"action adventure science fiction thriller prison usa president earthquake dystopia attempt to escape los angeles reluctant hero kurt russell stacy keach steve buscemi pam grier cliff robertson john carpenter this time, a cataclysmic temblor hits los angeles, turning it into an island. the president views the quake as a sign from above, expels los angeles from the country and makes it a penal colony for those found guilty of moral crimes. when his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, snake again gets tapped to save the day."
10386,The Iron Giant,en,7.6,"adventure animation family fantasy science fiction cold war friendship giant robot sitting on a toilet fear of unknown 1950s laxative eli marienthal jennifer aniston vin diesel christopher mcdonald harry connick jr. brad bird in the small town of rockwell, maine in october 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices."
421,The Life Aquatic with Steve Zissou,en,7.1,adventure comedy drama ocean film making loss of mother cynic red cap ship bill murray anjelica huston cate blanchett willem dafoe owen wilson wes anderson wes anderson’s incisive quirky comedy build up stars complex characters like in ‘the royal tenenbaums’ with bill murray on in the leading role. an ocean adventure documentary film maker zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.
316152,Free State of Jones,en,6.6,"war action drama history thriller slavery american civil war matthew mcconaughey gugu mbatha-raw mahershala ali keri russell jacob lofland gary ross in 1863, mississippi farmer newt knight serves as a medic for the confederate army. opposed to slavery, knight would rather help the wounded than fight the union. after his nephew dies in battle, newt returns home to jones county to safeguard his family but is soon branded an outlaw deserter. forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. forging an alliance with the slaves and other farmers, knight leads a rebellion that would forever change history."
11615,The Life of David Gale,en,7.3,drama thriller crime prison journalist texas professor death penalty death row interview murder reporter intern innocent activist kevin spacey kate winslet laura linney gabriel mann rhona mitra alan parker a man against capital punishment is accused of murdering a fellow activist and is sent to death row.
13498,Man of the House,en,5.4,comedy action tommy lee jones cedric the entertainer christina milian paula garcés monica keena stephen herek texas ranger roland sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of university of texas cheerleaders. sharp must now go undercover as an assistant cheerleading coach and move in with the young women.
241554,Run All Night,en,6.3,"action crime drama mystery thriller hitman revenge murder on the run mobster liam neeson ed harris joel kinnaman boyd holbrook bruce mcgill jaume collet-serra brooklyn mobster and prolific hit man jimmy conlon has seen better days. longtime best friend of a mob boss, jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind jimmy for 30 years. but when jimmy’s estranged son becomes a target, jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. now, with nowhere safe to turn, jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right."
2252,Eastern Promises,en,7.2,thriller crime mystery london england gay male nudity female nudity father son relationship sex jealousy underworld undercover hitman russian diary human trafficking midwife murder mother daughter relationship orphan gangster motorcycle bathhouse naomi watts viggo mortensen vincent cassel armin mueller-stahl sinéad cusack david cronenberg a russian teenager living in london who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent russian mob family.
11968,Into the Blue,en,5.8,"action thriller adventure crime diving cocaine shipwreck sailing airplane wrack paul walker jessica alba scott caan ashley scott josh brolin john stockwell when they take some friends on an extreme sport adventure, the last thing jared and sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. but their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered."
10047,The Messenger: The Story of Joan of Arc,fr,6.2,adventure drama action history war schizophrenia france rape siege biography orléans charles vii. false history joan of arc religious delusions milla jovovich dustin hoffman faye dunaway john malkovich vincent cassel luc besson in 1429 a teenage girl from a remote french village stood before her king with a message she claimed came from god; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.
38319,Your Highness,en,5.2,"comedy kidnapping traitor virgin prince princess revenge minotaur knight dragon wedding king sword and sorcery danny mcbride james franco natalie portman zooey deschanel justin theroux david gordon green a fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom."
69668,Dream House,en,5.8,"drama thriller mystery house fire extension ladder last day on job daniel craig naomi watts rachel weisz marton csokas elias koteas jim sheridan publisher, will atenton quits a lucrative job in new york to relocate his wife, libby and their daughters to a quaint town in new england. however, as they settle into their home the atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. with help from a neighbor who was close to the murdered family, will pieces together a horrifying chain of events."
9770,Mad City,en,5.9,action drama thriller journalist museum hostage drama independent film john travolta dustin hoffman mia kirshner alan alda robert prosky costa-gavras a misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven tv gone mad.
11212,Baby's Day Out,en,5.8,"action adventure comedy family baby hoodlum lost child joe mantegna lara flynn boyle joe pantoliano brian haley cynthia nixon patrick read johnson baby bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. unfortunately, not everyone in the world is as nice as baby bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. successfully kidnaping baby bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals."
10533,The Scarlet Letter,en,5.5,"drama history romance based on novel burning of witches puritan pregnancy period drama extramarital affair demi moore gary oldman robert duvall robert prosky edward hardwicke roland joffé set in puritanical boston in the mid 1600s, the story of seamstress hester prynne, who is outcast after she becomes pregnant by a respected reverend. she refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""a"" until an indian attack unites the puritans and leads to a reevaluation of their laws and morals."
38363,Fair Game,en,6.5,"drama thriller cia nuclear scientist iraq politician duringcreditsstinger naomi watts sean penn ty burrell brooke smith bruce mcgill doug liman wife and mother valerie plame (naomi watts) has a double life as a cia operative, hiding her vocation from family and friends. her husband, joseph wilson (sean penn), writes a controversial article in the new york times, refuting stories about the sale of enriched uranium to iraq, then valerie's secret work and identity is leaked to the press. with her cover blown and other people endangered, valerie's career and personal life begin to unravel."
9923,Domino,en,6.0,"action crime bounty hunter fbi weapon spectacle keira knightley mickey rourke edgar ramírez delroy lindo mo'nique tony scott the daughter of actor, laurence harvey turns away from her career as a ford model to become a bounty hunter."
11863,Jade,en,5.2,"action thriller mystery romance callgirl san francisco investigation murder david caruso linda fiorentino chazz palminteri michael biehn richard crenna william friedkin someone does a nasty hatchet job on a san fransisco big noise and the assistant d.a. takes charge of the investigation. through a web of blackmail and prostitution involving the governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case."
18501,Gamer,en,5.6,"action thriller science fiction dystopia mind control gun battle wrongful imprisonment dystopic future wrongful conviction online gaming gerard butler michael c. hall logan lerman amber valletta terry crews brian taylor mind-control technology has taken society by a storm, a multiplayer on-line game called ""slayers"" allows players to control human prisoners in mass-scale. simon (lerman) controls kable (butler), the online champion of the game. kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind (hall)."
109491,Beautiful Creatures,en,5.6,"fantasy drama romance civil war southern usa magic light dark class prejudice casters based on young adult novel alden ehrenreich alice englert jeremy irons viola davis emmy rossum richard lagravenese ethan wate just wants to get to know lena duchannes better, but unbeknownst to him, lena has strange powers.  as lena's 16th birthday approaches she might decide her fate, to be good or evil.  a choice which will impact her relationship forever."
9275,Death to Smoochy,en,5.9,"comedy crime drama thriller corruption moderator tv show success irish mob duringcreditsstinger robin williams catherine keener edward norton danny devito jon stewart danny devito tells the story of rainbow randolph, the corrupt, costumed star of a popular children's tv show, who is fired over a bribery scandal and replaced by squeaky-clean smoochy, a puffy fuscia rhinoceros. as smoochy catapults to fame - scoring hit ratings and the affections of a network executive - randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as america's sweetheart."
329833,Zoolander 2,en,4.7,comedy stupidity sequel fashion male model fashion model modeling ben stiller owen wilson will ferrell penélope cruz kristen wiig ben stiller derek and hansel are modelling again when an opposing company attempts to take them out from the business.
12634,The Big Bounce,en,5.0,"comedy crime hotel robbery based on novel judge hawaii blackmail seduction yacht waterfall delinquency safe stolen money deception skinny dipping cell phone double cross beach house elmore leonard scheming yellow bikini owen wilson morgan freeman gary sinise sara foster willie nelson george armitage a small-time con artist and a hawaiian real estate developer's mischievous, enterprising mistress team up for a potential $200,000 score."
10416,What Planet Are You From?,en,5.4,"comedy drama romance science fiction noises alien life-form erection neue frau alien reproduction garry shandling annette bening john goodman greg kinnear linda fiorentino mike nichols a highly-evolved planet, whose denizens feel no emotion and reproduce by cloning, plans to take over earth from the inside by sending an operative, fashioned with a humming, mechanical penis, to impregnate an earthling and stay until the birth. the alien, harold anderson, goes to phoenix as a banker and sets to work finding a mate. his approaches to women are inept, and the humming phallus doesn't help, but on the advice of a banking colleague, he cruises an aa meeting, meets susan, and somehow convinces her to marry. the clock starts to tick: will she conceive, have a baby, and lose harold (and the child) to his planet before he discovers emotion and starts to care?"
47327,Drive Angry,en,5.3,"fantasy thriller action crime bone car explosion premarital sex satanic cult driver's license finger gun backhand slap car jump man punching a woman magic trick nicolas cage amber heard william fichtner billy burke david morse patrick lussier milton is a hardened felon who has broken out of hell, intent on finding the vicious cult who brutally murdered his daughter and kidnapped her baby. he joins forces with piper, a sexy, tough-as-nails waitress with a 69 charger, who's also seeking redemption of her own. caught in a deadly race against time, milton has three days to avoid capture, avenge his daughter's death, and save her baby before she's mercilessly sacrificed by the cult."
15268,Street Fighter: The Legend of Chun-Li,en,3.9,"action adventure science fiction thriller martial arts revenge street fighter based on video game kristin kreuk chris klein neal mcdonough michael clarke duncan moon bloodgood andrzej bartkowiak when a teenager, chun-li witnesses the kidnapping of her father by wealthy crime lord m. bison. when she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the street fighter universe."
10796,The One,en,5.7,action science fiction thriller dual identity jet li jason statham carla gugino delroy lindo james morrison james wong a sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.
9548,The Adventures of Ford Fairlane,en,6.2,"action comedy thriller crime mystery rock and roll show business rock star heavy metal murder private detective andrew dice clay wayne newton priscilla presley morris day lauren holly renny harlin ford ""mr. rock n' roll detective"" fairlane is experiencing problems, and it's not with the opposite sex. one of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. another one of them is that all his employers that want him to find a girl named zuzu petals get killed. why didn't he become a fisherman's detective instead?"
18947,The Boat That Rocked,en,7.2,"drama comedy great britain musical rock pirate radio swinging 60s tom sturridge philip seymour hoffman rhys ifans bill nighy emma thompson richard curtis the boat that rocked is an ensemble comedy, where the romance is between the young people of the 60s, and pop music. it's about a band of djs that captivate britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the british broadcasting corporation. loosely based on the events in britain in the 60's when the labour government of harold wilson, wanted to bring the pirate stations under control, enough to see the passage of the marine broadcasting offences act on 15 august 1967"
1900,Traffic,en,6.9,"thriller drama crime usa war on drugs drug traffic drug dealer drug smuggle addicted police operation united states–mexico barrier addiction drug lord michael douglas benicio del toro jacob vargas tomás milián russell g. jones steven soderbergh an exploration of the united states of america's war on drugs from multiple perspectives. for the new head of the office of national drug control policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. in mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in san diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle."
89,Indiana Jones and the Last Crusade,en,7.6,"adventure action saving the world venice holy grail library riddle father son relationship whip treasure nazis entrapment crusader treasure hunt escape panzer order of the templars archaeologist indiana jones archeology  harrison ford sean connery denholm elliott alison doody john rhys-davies steven spielberg when dr. henry jones sr. suddenly goes missing while pursuing the holy grail, eminent archaeologist indiana must team up with marcus brody, sallah and elsa schneider to follow in his father's footsteps and stop the nazis from recovering the power of eternal life."
96724,Anna Karenina,en,6.5,"drama romance based on novel st. petersburg russia high society imperial russia tragic death 19th century keira knightley jude law aaron taylor-johnson kelly macdonald matthew macfadyen joe wright trapped in a loveless marriage, aristocrat anna karenina enters into a life-changing affair with the affluent count vronsky."
198184,Chappie,en,6.6,"crime action science fiction artificial intelligence android robot near future robot cop sharlto copley dev patel ninja yolandi visser jose pablo cantillo neill blomkamp every child comes into the world full of promise, and none more so than chappie: he is gifted, special, a prodigy. like any child, chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. but there's one thing that makes chappie different from any one else: he is a robot."
9481,The Bone Collector,en,6.5,"drama mystery thriller crime paraplegic investigation psychopath denzel washington angelina jolie queen latifah michael rooker michael mcglone phillip noyce rookie cop, amelia donaghy reluctantly teams with lincoln rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'the bone collector'. the murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes."
4547,Panic Room,en,6.5,"crime drama thriller burglar bunker housebreaking safe money jodie foster kristen stewart forest whitaker dwight yoakam jared leto david fincher trapped in their new york brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced meg altman and her young daughter sarah play a deadly game of cat-and-mouse with three intruders - burnham, raoul and junior - during a brutal home invasion. but the room itself is the focal point because what the intruders really want is inside it."
53953,The Tooth Fairy,de,4.3,horror gore slasher single mother tooth fairy woodchipper lochlyn munro chandra west steve bacic jianna ballard carrie fleming chuck bowman a woman and her daughter (nicole muñoz) encounter a deadly legend at a bed-and-breakfast.
6415,Three Kings,en,6.6,"action adventure comedy gold gulf war three kings iraq kuwait rescue interracial relationship treasure map soldier u.s. soldier gold theft persian gulf emergency surgery mine field george clooney mark wahlberg ice cube spike jonze cliff curtis david o. russell a group of american soldiers stationed in iraq at the end of the gulf war find a map they believe will take them to a huge cache of stolen kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything."
181283,Child 44,en,6.1,"crime thriller based on novel soviet union russian murder serial killer military child murder stalinism 1950s tom hardy gary oldman noomi rapace joel kinnaman paddy considine daniel espinosa set in stalin-era soviet union, a disgraced mgb agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership."
9896,Rat Race,en,6.0,"adventure comedy casino running preisgeld millionaire road movie cuba gooding jr. seth green whoopi goldberg breckin meyer amy smart jerry zucker in an ensemble film about easy money, greed, manipulation and bad driving, a las vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. the tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. the only rule in this race is that there are no rules."
167,K-PAX,en,7.1,"drama science fiction robbery dream hypnosis investigation murder alien hospital planet patient medication psychiatrist science claim doubt mental help jeff bridges kevin spacey mary mccormack alfre woodard ajay naidu iain softley prot is a patient at a mental hospital who claims to be from a far away planet. his psychiatrist tries to help him, only to begin to doubt his own explanations."
11232,Kate & Leopold,en,6.0,"comedy fantasy romance science fiction lover (female) love of one's life time travel kiss past secret love fish out of water meg ryan hugh jackman liev schreiber breckin meyer natasha lyonne james mangold when her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named leopold to prove it -- a skeptical kate reluctantly takes responsibility for showing leopold the 21st century. the more time kate spends with leopold, the harder she falls for him. but if he doesn't return to his own time, his absence will forever alter history."
1636,Bedazzled,en,5.6,"fantasy comedy romance love of one's life mephisto wish sale of soul pact with the devil teuflisch elizabeth hurley brendan fraser frances o'connor orlando jones paul adelstein harold ramis elliot richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive satan. the catch: his soul. some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. but, as could be expected, the devil must put her own little twist on each his fantasies."
2148,The Cotton Club,en,6.6,"music drama crime romance jazz jazz musician musical mafia richard gere gregory hines diane lane lonette mckee bob hoskins francis ford coppola the story of the people that frequented harlem's famous nightclubs, 'the cotton club', and those that ran it."
5176,3:10 to Yuma,en,6.9,"western saloon hero liberation of prisoners transport of prisoners wilderness dying and death race against time railway car stetson rivalry gang gunfight crime family psychological dishonesty heroic mission righting the wronged chases and races parents and children mind and soul russell crowe christian bale logan lerman dallas roberts peter fonda james mangold in arizona in the late 1800's, infamous outlaw ben wade and his vicious gang of thieves and murderers have plagued the southern railroad. when wade is captured, civil war veteran dan evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to yuma"", a train that will take the killer to trial."
260346,Taken 3,en,6.1,"thriller action revenge murder on the run fugitive framed father daughter relationship framed for murder liam neeson forest whitaker maggie grace famke janssen dougray scott olivier megaton ex-government operative bryan mills finds his life is shattered when he's falsely accused of a murder that hits close to home. as he's pursued by a savvy police inspector, mills employs his particular set of skills to track the real killer and exact his unique brand of justice."
1389,Out of Sight,en,6.5,"romance comedy crime journalist bedroom purse trunk elmore leonard george clooney jennifer lopez ving rhames don cheadle albert brooks steven soderbergh meet jack foley, a smooth criminal who bends the law and is determined to make one last heist. karen sisco is a federal marshal who chooses all the right moves … and all the wrong guys. now they're willing to risk it all to find out if there's more between them than just the law. variety hails out of sight as ""a sly, sexy, vastly entertaining film."""
9894,The Cable Guy,en,5.7,"comedy drama thriller prison prostitute karaoke dark comedy cable guy jim carrey matthew broderick leslie mann jack black george segal ben stiller when recently single steven moves into his new apartment, cable guy chip comes to hook him up -- and doesn't let go. initially, chip is just overzealous in his desire to be steven's pal, but when steven tries to end the ""friendship,"" chip shows his dark side. he begins stalking steven, who's left to fend for himself because no one else can believe chip's capable of such behavior."
7504,Earth,hi,6.6,drama based on novel war of independence period drama woman director partition 1940s lahore aamir khan nandita das maia sethna kitu gidwani arif zakaria deepa mehta it's 1947 and the borderlines between india and pakistan are being drawn. a young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.
8592,Dick Tracy,en,5.9,"adventure action comedy thriller crime corruption crime fighter gangster boss investigation based on comic strip policeman warren beatty al pacino madonna charlie korsmo glenne headly warren beatty the comic strip detective finds his life vastly complicated when breathless mahoney makes advances towards him while he is trying to battle big boy caprice's united mob,"
913,The Thomas Crown Affair,en,6.6,"drama crime romance martinique claude monet famous painting glider insurance agent missing painting stolen painting valuable painting rich people pierce brosnan rene russo denis leary ben gazzara frankie faison john mctiernan a very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective."
11091,Riding in Cars with Boys,en,6.5,"comedy drama romance baby becoming an adult puberty dream drug addiction wife unwillingly pregnant writer youth marriage problems woman director drew barrymore steve zahn adam garcia brittany murphy logan lerman penny marshall a single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father."
